
💝TW250408,#genre#
龍華洋片,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/lunghuawestern_twn/playlist.m3u8
龍詳時代,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/lungxiangtime_twn/playlist.m3u8/playlist.m3u8
Animax,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/Animax/playlist.m3u8
Movies Now HD,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/moviesnow_raj/playlist.m3u8
Star Movies HD,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/starmovies_raj/playlist.m3u8
衛視中文台,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/weishichinese_twn/playlist.m3u8
HBO Family,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/Hbofamily/playlist.m3u8
HBO HD,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/Hbo/playlist.m3u8
Warner TV,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/WarnerTV/playlist.m3u8
美亞電影,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/meiyamovie_twn/playlist.m3u8
星衛電影,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/xingwei_movie/playlist.m3u8
亞洲美食,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/afc_twn/playlist.m3u8
美食星球,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/foodplanet_twn/playlist.m3u8
亞洲旅遊 TLC Asia,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/tlc_twn/playlist.m3u8
靖天卡通台,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/jingtiancartoon_twn/playlist.m3u8



💝4GTV頻道,#genre#
寰宇新聞,http://222.128.55.152:9080/live/hy.m3u8
寰宇新聞,https://gdfire2.67890123.cn:8088/live/hyxw.m3u8
寰宇新聞,http://aktv_stream1.m16tv.cfd/stream/aktv/null-7/AKTV.m3u8
東森新聞,https://gdfire2.67890123.cn:8088/live/dsxw.m3u8
東森新聞,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvnews
TVBS NEWS,http://live.iill.top/youtube/@TVBSNEWS01/live
三立新聞,http://live.iill.top/youtube/@setnews/live
鏡新聞,http://live.iill.top/youtube/@mnews-tw/live
年代新聞,http://108.181.21.27:27347/livehttpplay?channel_id=20033
壹新聞,http://108.181.21.27:27347/livehttpplay?channel_id=20028
東森財經,http://108.181.21.27:27347/livehttpplay?channel_id=20078
民視新聞4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv13
東森新聞4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv152
tvbs新聞4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv072
民視閩南4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv002#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv155#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv155
中視閩南4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv040
華視閩南4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv041
台視閩南4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv066
民視台灣4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv001#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv156#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv156
民視第一4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv003
民視旅遊4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv07
民視綜藝4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv004
中視菁采4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv064
台視財經4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv056
公視戲劇4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv042
閩南戲劇4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn22
國際財經4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv104
東森財經4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv153
tvbs精采4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv067
tvbs歡樂4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv068
八大精彩4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv034
八大綜藝4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv039
愛達娛樂4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv070
靖洋戲劇4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv045
靖洋卡通4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv057
靖天卡通4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv044
靖天綜合4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv046
靖天日本4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv047
靖天歡樂4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv054
靖天映畫4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv055
靖天戲劇4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv058
靖天電影4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv061
靖天育樂4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv062
靖天國際4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv063
靖天資訊4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv065
龍華卡通4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn01
龍華日韓4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn11
龍華偶像4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn12
龍華電影4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn03
龍華戲劇4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn18
龍華經典4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn21
國會頻壹4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv084
國會頻貳4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv085
好消息壹4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv16
好消息貳4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv17
博斯魅力4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn04
博斯網球4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn09
博高球壹4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn05
博高球貳4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn06
博運動壹4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn07
博運動貳4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn08
博無限壹4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn10
博無限貳4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn13
阿里郎台4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv079
達文西台4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv018
豬哥亮廳4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv006
美國之音4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv03
半島新聞4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv10
非凡商業4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv048
第壹商業4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv109
愛放動漫4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv15
古典音樂4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv059
客家電視4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv043
華仁紀實4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv013
時尚運動4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv014
生活英語4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn20
采昌影劇4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv049
數位電影4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv011
Amc電影4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv017
CAT電影4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv076
SMArt台4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn19
GLO-Bet4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv016
MEZZOl4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv083
Ginx_TV4Gtv,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv053

💝TW250306.#genre#
寰宇新聞,http://222.128.55.152:9080/live/hy.m3u8
寰宇新聞,https://gdfire2.67890123.cn:8088/live/hyxw.m3u8
寰宇新聞,http://aktv_stream1.m16tv.cfd/stream/aktv/null-7/AKTV.m3u8
東森新聞,https://gdfire2.67890123.cn:8088/live/dsxw.m3u8
東森新聞,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvnews
東森新聞,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ettvnews/playlist.m3u8#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv152
年代新聞,http://108.181.21.27:27347/livehttpplay?channel_id=20033#http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/niandainews_twn/playlist.m3u8#http://122.117.71.103:8538/http/61.222.53.250:8081/hls/67/809/ch27.m3u8#http://108.181.21.27:27347/livehttpplay?channel_id=20033#http://108.181.21.27:27347/livehttpplay?channel_id=20033#http://108.181.21.27:27347/livehttpplay?channel_id=20033#http://108.181.21.27:27347/livehttpplay?channel_id=20033#http://108.181.21.27:27347/livehttpplay?channel_id=20033#http://108.181.21.27:27347/livehttpplay?channel_id=20033#http://108.181.21.27:27347/livehttpplay?channel_id=20033
壹新聞,http://108.181.21.27:27347/livehttpplay?channel_id=20028#http://108.181.21.27:27347/livehttpplay?channel_id=20028#http://108.181.21.27:27347/livehttpplay?channel_id=20028#http://108.181.21.27:27347/livehttpplay?channel_id=20028#http://108.181.21.27:27347/livehttpplay?channel_id=20028#http://108.181.21.27:27347/livehttpplay?channel_id=20028#http://108.181.21.27:27347/livehttpplay?channel_id=20028#http://108.181.21.27:27347/livehttpplay?channel_id=20028
東森財經,http://108.181.21.27:27347/livehttpplay?channel_id=20078#http://108.181.21.27:27347/livehttpplay?channel_id=20078#http://108.181.21.27:27347/livehttpplay?channel_id=20078#http://108.181.21.27:27347/livehttpplay?channel_id=20078#http://108.181.21.27:27347/livehttpplay?channel_id=20078#http://108.181.21.27:27347/livehttpplay?channel_id=20078#http://108.181.21.27:27347/livehttpplay?channel_id=20078#http://108.181.21.27:27347/livehttpplay?channel_id=20078
民視新聞,http://108.181.21.27:27347/livehttpplay?channel_id=20097#https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv13#http://38.64.72.148/hls/modn/list/4012/playlist.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#https://stream1.freetv.fun/min-shi-xin-wen-2.m3u8#https://stream1.freetv.fun/min-shi-xin-wen-5.m3u8#https://stream1.freetv.fun/min-shi-xin-wen-17.ctv#https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv13#https://stream1.freetv.fun/min-shi-xin-wen-18.m3u8#https://stream1.freetv.fun/min-shi-xin-wen-14.m3u8#https://stream1.freetv.fun/min-shi-xin-wen-11.m3u8#https://stream1.freetv.fun/min-shi-xin-wen-8.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/playlist.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#https://stream1.freetv.fun/min-shi-xin-wen-12.ctv#https://stream1.freetv.fun/min-shi-xin-wen-6.m3u8#https://stream1.freetv.fun/min-shi-xin-wen-2.m3u8#https://stream1.freetv.fun/min-shi-xin-wen-5.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/playlist.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/playlist.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#https://epg.pw/stream/1d469cbfb06b06cde4dc59c21272a4e6da364621e97513d03523c96d0c7afe1e.m3u8#https://epg.pw/stream/75e14c76b6bf52ae5f96e83d07ea3b69008f6b017d18a395b6c6346ef60bcb27.m3u8#https://epg.pw/stream/0a9b2611d6fd15d90be0ec3144d0b783dd45a65ac7a15d2e85dd93860170b1af.m3u8#https://epg.pw/stream/2d58d8f0a0cd55789fbbe7d305795dea3656816d9afa0bd3baabc067e54b218c.m3u8#https://epg.pw/stream/6fa1566ea8689cbf43afb55f899dc5ee945e1caabde5bfc367cc510aa794d313.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#https://epg.pw/stream/0a9b2611d6fd15d90be0ec3144d0b783dd45a65ac7a15d2e85dd93860170b1af.m3u8#https://epg.pw/stream/2d58d8f0a0cd55789fbbe7d305795dea3656816d9afa0bd3baabc067e54b218c.m3u8#https://epg.pw/stream/c8bfbc31e5af4b4d07b7222dc9ac9315dd57fbd663daafea3ce611c5bc57cf83.m3u8#https://epg.pw/stream/2603220ae7a890e8e1027a6362e9aaec880131ce06da58c4e89365ce6d410772.m3u8#https://epg.pw/stream/b63bf1df7bf1e2c47a873d3987c2d59a08d8e4dfed1e197bce7e791eb64eb16e.m3u8#https://epg.pw/stream/6fa1566ea8689cbf43afb55f899dc5ee945e1caabde5bfc367cc510aa794d313.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
中天綜合,http://108.181.21.27:27347/livehttpplay?channel_id=20064
三立綜合,http://108.181.21.27:27347/livehttpplay?channel_id=12038
三立戲劇,http://61.221.215.25:8800/hls/41/index.m3u8#http://61.221.215.25:8800/hls/41/index.m3u8
八大綜合,http://108.181.21.27:27347/livehttpplay?channel_id=20068#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv039#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv039
八大第一,http://108.181.21.27:27347/livehttpplay?channel_id=20073
八大戲劇,http://61.221.215.25:8800/hls/41/index.m3u8#http://61.221.215.25:8800/hls/41/index.m3u8
八大精彩,http://108.181.21.27:27347/livehttpplay?channel_id=20052#https://stream1.freetv.fun/ba-da-jing-cai-2.ctv#https://stream1.freetv.fun/ba-da-jing-cai-1.ctv#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv034#https://stream1.freetv.fun/ba-da-jing-cai-2.ctv#https://stream1.freetv.fun/ba-da-jing-cai-1.ctv#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv034
TVBS,http://108.181.21.27:27347/livehttpplay?channel_id=20085#http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS歡樂,http://108.181.21.27:27347/livehttpplay?channel_id=20105#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv068#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv068
TVBS精彩,http://108.181.21.27:27347/livehttpplay?channel_id=20136
緯來體育,http://108.181.21.27:27347/livehttpplay?channel_id=20120#rtmp://f13h.mine.nu/sat/tv721#rtmp://f13h.mine.nu/sat/tv721#rtmp://f13h.mine.nu/sat/tv721#rtmp://f13h.mine.nu:1935/sat/tv721#rtmp://f13h.mine.nu/sat/tv721#https://epg.pw/stream/65161be2ecd7c7b2e054dbac30922b2673b4eff6497b77c71bb81215aa826cc4.m3u8#https://epg.pw/stream/65161be2ecd7c7b2e054dbac30922b2673b4eff6497b77c71bb81215aa826cc4.m3u8#https://epg.pw/stream/65161be2ecd7c7b2e054dbac30922b2673b4eff6497b77c71bb81215aa826cc4.m3u8#https://epg.pw/stream/7b3403623fa856cdbc81f47c24148fca5894abe8f01f7c7b587bba4b9b98cae9.m3u8
中天娛樂,http://61.221.215.25:8800/hls/47/index.m3u8#http://61.221.215.25:8800/hls/47/index.m3u8#http://61.221.215.25:8800/hls/47/index.m3u8#http://61.221.215.25:8800/hls/47/index.m3u8#http://61.221.215.25:8800/hls/47/index.m3u8#http://61.221.215.25:8800/hls/47/index.m3u8
緯來精彩,http://61.221.215.25:8800/hls/48/index.m3u8#http://61.221.215.25:8800/hls/48/index.m3u8
鋼琴音樂,http://61.221.215.25:8800/hls/49/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8#http://61.221.215.25:8800/hls/57/index.m3u8#http://61.221.215.25:8800/hls/57/index.m3u8#http://61.221.215.25:8800/hls/57/index.m3u8#http://61.221.215.25:8800/hls/57/index.m3u8#http://61.221.215.25:8800/hls/57/index.m3u8#http://61.221.215.25:8800/hls/57/index.m3u8#http://61.221.215.25:8800/hls/57/index.m3u8
CN卡通,http://108.181.21.27:27347/livehttpplay?channel_id=20048
尼克卡通,http://108.181.21.27:27347/livehttpplay?channel_id=20089
民視,rtmp://f13h.mine.nu/sat/tv051#rtmp://f13h.mine.nu/sat/tv051#http://37.27.111.214:8080/live/6/hls.m3u8#rtmp://f13h.mine.nu/sat/tv051#http://37.27.111.214:8080/live/6/hls.m3u8#http://37.27.111.214:8080/live/6/hls.m3u8#rtmp://f13h.mine.nu/sat/tv051#rtmp://f13h.mine.nu:1935/sat/tv051
台視,rtmp://f13h.mine.nu/sat/tv071#rtmp://f13h.mine.nu/sat/tv071#rtmp://f13h.mine.nu:1935/sat/tv071
中視,rtmp://f13h.mine.nu/sat/tv091#rtmp://f13h.mine.nu/sat/tv091#http://37.27.111.214:8080/live/7/hls.m3u8#rtmp://f13h.mine.nu:1935/sat/tv091
華視,rtmp://f13h.mine.nu/sat/tv111#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv041#https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv041#rtmp://f13h.mine.nu/sat/tv111#http://37.27.111.214:8080/live/8/hls.m3u8#http://37.27.111.214:8080/live/8/hls.m3u8#rtmp://f13h.mine.nu:1935/sat/tv111
三立戲劇台,http://61.221.215.25:8800/hls/41/index.m3u8#http://61.221.215.25:8800/hls/41/index.m3u8#http://61.221.215.25:8800/hls/41/index.m3u8
中天娛樂,http://61.221.215.25:8800/hls/47/index.m3u8
緯來精采,http://61.221.215.25:8800/hls/48/index.m3u8#http://61.221.215.25:8800/hls/48/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
音樂欣賞1,http://61.221.215.25:8800/hls/49/index.m3u8#http://61.221.215.25:8800/hls/49/index.m3u8#http://61.221.215.25:8800/hls/49/index.m3u8
緯來體育,rtmp://f13h.mine.nu/sat/tv721
緯來育樂,rtmp://f13h.mine.nu/sat/tv701#rtmp://f13h.mine.nu/sat/tv701#rtmp://f13h.mine.nu/sat/tv701#rtmp://f13h.mine.nu:1935/sat/tv701#rtmp://f13h.mine.nu/sat/tv701#rtmp://f13h.mine.nu/sat/tv701
緯來日本,rtmp://f13h.mine.nu/sat/tv771#rtmp://f13h.mine.nu/sat/tv771#rtmp://f13h.mine.nu/sat/tv771#rtmp://f13h.mine.nu:1935/sat/tv771#rtmp://f13h.mine.nu/sat/tv771#rtmp://f13h.mine.nu/sat/tv771
東森超視,rtmp://f13h.mine.nu/sat/tv331#https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40#https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40#http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8#rtmp://f13h.mine.nu/sat/tv331#https://vip.ffzy-play7.com/20221129/7696_58fbd289/index.m3u8#https://stream1.freetv.fun/dong-sen-chao-shi-4.m3u8#https://stream1.freetv.fun/dong-sen-chao-shi-6.m3u8#https://stream1.freetv.fun/dong-sen-chao-shi-8.ctv#https://stream1.freetv.fun/dong-sen-chao-shi-2.ctv#https://stream1.freetv.fun/dong-sen-chao-shi-6.ctv#https://stream1.freetv.fun/dong-sen-chao-shi-7.ctv#https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40#http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8#rtmp://f13h.mine.nu/sat/tv331#https://stream1.freetv.fun/dong-sen-chao-shi-4.m3u8#https://stream1.freetv.fun/dong-sen-chao-shi-9.m3u8#https://stream1.freetv.fun/dong-sen-chao-shi-8.ctv#https://stream1.freetv.fun/dong-sen-chao-shi-2.ctv#https://stream1.freetv.fun/dong-sen-chao-shi-7.ctv#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu:1935/sat/tv331#https://epg.pw/stream/399d56f2f9e2d86aca7f158f518a9cdbe9b672cf3ad82813361922e06eaf4abe.m3u8#rtmp://f13h.mine.nu/sat/tv331
MoMoTV,rtmp://f13h.mine.nu/sat/tv761#rtmp://f13h.mine.nu/sat/tv761
ELEVEN體育1,rtmp://f13h.mine.nu/sat/tv731#rtmp://f13h.mine.nu/sat/tv731#rtmp://f13h.mine.nu/sat/tv731#rtmp://f13h.mine.nu/sat/tv731
ELEVEN體育2,rtmp://f13h.mine.nu/sat/tv741#rtmp://f13h.mine.nu/sat/tv741#rtmp://f13h.mine.nu/sat/tv741#rtmp://f13h.mine.nu/sat/tv741
華語電視1,http://38.64.72.148:80/hls/modn/list/4002/playlist.m3u8#http://38.64.72.148:80/hls/modn/list/4002/playlist.m3u8
華語電視2,http://38.64.72.148:80/hls/modn/list/4003/playlist.m3u8#http://38.64.72.148:80/hls/modn/list/4003/playlist.m3u8
中旺電視,http://38.64.72.148:80/hls/modn/list/4010/playlist.m3u8#http://38.64.72.148:80/hls/modn/list/4010/playlist.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8#http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8#http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8#http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8#http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8#http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8#http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8#http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8#http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
東森幼幼,http://50.7.234.10:8278/yoyo_twn/playlist.m3u8?ct=17874&tid=m84c9b210bc7f11269156&tsum=51340c8fb7ca02ab978ee0791843501d#http://50.7.234.10:8278/yoyo_twn/playlist.m3u8?ct=17874&tid=m84c9b210bc7f11269156&tsum=51340c8fb7ca02ab978ee0791843501d
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?blog.ntnas.top#http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?blog.ntnas.top#http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
